"country","indicator","measure","Unit","Date","Value"
"Canada","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"Canada","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"Canada","Secondary education gross enrollment rate, %","Value","%","2016",110.3
"Canada","Usage subindex","Value","Score, 1-7 best","2016",5.2
"Canada","Individual usage","Value","Score, 1-7 best","2016",5.7
"Canada","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",81
"Canada","Individuals using Internet, %","Value","%","2016",87.1
"Canada","Households w/ personal computer, %","Value","%","2016",87.6
"Canada","Households w/ Internet access, %","Value","%","2016",86.6
"Canada","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",35.4
"Canada","Mobile broadband subs/100 pop.","Value","100 pop.","2016",54.3
"Canada","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",6.2
"Canada","Business usage","Value","Score, 1-7 best","2016",4.9
"Canada","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Canada","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Canada","PCT patents, applications/million pop.","Value","million pop","2016",89.3
"Canada","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Canada","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Canada","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",4.7
"Canada","Government usage","Value","Score, 1-7 best","2016",5.1
"Canada","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",4.3
"Canada","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.91
"Canada","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",4.5
"Canada","Impact subindex","Value","Score, 1-7 best","2016",5.4
"Canada","Economic impacts","Value","Score, 1-7 best","2016",5.2
"Canada","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",5.5
"Canada","ICT PCT patents, applications/million pop.","Value","million pop","2016",38.2
"Canada","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",5.4
"Canada","Knowledge-intensive jobs, % workforce","Value","%","2016",43.7
"Canada","Social impacts","Value","Score, 1-7 best","2016",5.6
"Canada","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",5.8
"Canada","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",6
"Canada","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",4.7
"Canada","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.82
"Cyprus","Networked Readiness Index","Value","Score, 1-7 best","2016",4.6
"Cyprus","Environment subindex","Value","Score, 1-7 best","2016",4.4
"Cyprus","Political and regulatory environment","Value","Score, 1-7 best","2016",3.9
"Cyprus","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",3.8
"Cyprus","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",3.9
"Cyprus","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",4.7
"Cyprus","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",3.7
"Cyprus","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",3.9
"Cyprus","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",4.4
"Cyprus","Software piracy rate, % software installed","Value","%","2016",47
"Cyprus","No. procedures to enforce a contract","Value","Number","2016",43
"Cyprus","No. days to enforce a contract","Value","days","2016",1100
"Cyprus","Business and innovation environment","Value","Score, 1-7 best","2016",4.8
"Cyprus","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",5.2
"Cyprus","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",2.3
"Cyprus","Total tax rate, % profits","Value","%","2016",24.4
"Cyprus","No. days to start a business","Value","days","2016",8
"Cyprus","No. procedures to start a business","Value","Number","2016",6
"Cyprus","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.3
"Cyprus","Tertiary education gross enrollment rate, %","Value","%","2016",53.1
"Cyprus","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",4.7
"Cyprus","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.3
"Cyprus","Readiness subindex","Value","Score, 1-7 best","2016",5.9
"Cyprus","Infrastructure","Value","Score, 1-7 best","2016",5.5
"Cyprus","Electricity production, kWh/capita","Value","KWh/Capita","2016",3757.7
"Cyprus","Mobile network coverage, % pop.","Value","%","2016",100
"Cyprus","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",75.1
"Cyprus","Secure Internet servers/million pop.","Value","million pop","2016",606.8
"Cyprus","Affordability","Value","Score, 1-7 best","2016",6.3
"Cyprus","Prepaid mobile cellular tariffs, PPP $/min.","Value","$/min.","2016",0.12
"Cyprus","Fixed broadband Internet tariffs, PPP $/month","Value","$/month","2016",24.15
"Cyprus","Internet & telephony competition, 0–2 (best)","Value","Score, 0-2 best","2016",1.71
"Cyprus","Skills","Value","Score, 1-7 best","2016",6
"Cyprus","Quality of educational system, 1-7 (best)","Value","Score, 1-7 best","2016",4.9
"Cyprus","Quality of math & science education, 1-7 (best)","Value","Score, 1-7 best","2016",5
"Cyprus","Secondary education gross enrollment rate, %","Value","%","2016",99.4
"Cyprus","Adult literacy rate, %","Value","%","2016",99.1
"Cyprus","Usage subindex","Value","Score, 1-7 best","2016",4.1
"Cyprus","Individual usage","Value","Score, 1-7 best","2016",4.9
"Cyprus","Mobile phone subscriptions/100 pop.","Value","100 pop.","2016",96.3
"Cyprus","Individuals using Internet, %","Value","%","2016",69.3
"Cyprus","Households w/ personal computer, %","Value","%","2016",74
"Cyprus","Households w/ Internet access, %","Value","%","2016",68.6
"Cyprus","Fixed broadband Internet subs/100 pop.","Value","100 pop.","2016",21.1
"Cyprus","Mobile broadband subs/100 pop.","Value","100 pop.","2016",42.1
"Cyprus","Use of virtual social networks, 1-7 (best)","Value","Score, 1-7 best","2016",5.9
"Cyprus","Business usage","Value","Score, 1-7 best","2016",3.8
"Cyprus","Firm-level technology absorption, 1-7 (best)","Value","Score, 1-7 best","2016",5.1
"Cyprus","Capacity for innovation, 1-7 (best)","Value","Score, 1-7 best","2016",3.7
"Cyprus","PCT patents, applications/million pop.","Value","million pop","2016",7.7
"Cyprus","Business-to-business Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",4.8
"Cyprus","Business-to-consumer Internet use, 1-7 (best)","Value","Score, 1-7 best","2016",4.6
"Cyprus","Extent of staff training, 1-7 (best)","Value","Score, 1-7 best","2016",4.1
"Cyprus","Government usage","Value","Score, 1-7 best","2016",3.7
"Cyprus","Importance of ICTs to gov’t vision, 1-7 (best)","Value","Score, 0-1 best","2016",3.7
"Cyprus","Government Online Service Index, 0–1 (best)","Value","Score, 1-7 best","2016",0.47
"Cyprus","Gov’t success in ICT promotion, 1-7 (best)","Value","Score, 1-7 best","2016",3.7
"Cyprus","Impact subindex","Value","Score, 1-7 best","2016",3.9
"Cyprus","Economic impacts","Value","Score, 1-7 best","2016",3.6
"Cyprus","Impact of ICTs on new services & products, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Cyprus","ICT PCT patents, applications/million pop.","Value","million pop","2016",3.7
"Cyprus","Impact of ICTs on new organizational models, 1-7 (best)","Value","Score, 1-7 best","2016",4
"Cyprus","Knowledge-intensive jobs, % workforce","Value","%","2016",35.8
"Cyprus","Social impacts","Value","Score, 1-7 best","2016",4.1
"Cyprus","Impact of ICTs on access to basic services, 1-7 (best)","Value","Score, 1-7 best","2016",4.6
"Cyprus","Internet access in schools, 1-7 (best)","Value","Score, 1-7 best","2016",5
"Cyprus","ICT use & gov’t efficiency, 1-7 (best)","Value","Score, 1-7 best","2016",3.9
"Cyprus","E-Participation Index, 0–1 (best)","Value","Score, 0-1 best","2016",0.31
"Czech Republic","Networked Readiness Index","Value","Score, 1-7 best","2016",4.7
"Czech Republic","Environment subindex","Value","Score, 1-7 best","2016",4.5
"Czech Republic","Political and regulatory environment","Value","Score, 1-7 best","2016",4.3
"Czech Republic","Effectiveness of law-making bodies, 1-7 (best)","Value","Score, 1-7 best","2016",3.3
"Czech Republic","Laws relating to ICTs, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Czech Republic","Judicial independence, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Czech Republic","Efficiency of legal system in settling disputes, 1-7 (best)","Value","Score, 1-7 best","2016",3.3
"Czech Republic","Efficiency of legal system in challenging regs, 1-7 (best)","Value","Score, 1-7 best","2016",3.4
"Czech Republic","Intellectual property protection, 1-7 (best)","Value","Score, 1-7 best","2016",4.6
"Czech Republic","Software piracy rate, % software installed","Value","%","2016",34
"Czech Republic","No. procedures to enforce a contract","Value","Number","2016",27
"Czech Republic","No. days to enforce a contract","Value","days","2016",611
"Czech Republic","Business and innovation environment","Value","Score, 1-7 best","2016",4.6
"Czech Republic","Availability of latest technologies, 1-7 (best)","Value","Score, 1-7 best","2016",5.6
"Czech Republic","Venture capital availability, 1-7 (best)","Value","Score, 1-7 best","2016",3.3
"Czech Republic","Total tax rate, % profits","Value","%","2016",50.4
"Czech Republic","No. days to start a business","Value","days","2016",15
"Czech Republic","No. procedures to start a business","Value","Number","2016",8
"Czech Republic","Intensity of local competition, 1-7 (best)","Value","Score, 1-7 best","2016",5.7
"Czech Republic","Tertiary education gross enrollment rate, %","Value","%","2016",65.4
"Czech Republic","Quality of management schools, 1-7 (best)","Value","Score, 1-7 best","2016",4.3
"Czech Republic","Gov’t procurement of advanced tech, 1-7 (best)","Value","Score, 1-7 best","2016",3.2
"Czech Republic","Readiness subindex","Value","Score, 1-7 best","2016",5.9
"Czech Republic","Infrastructure","Value","Score, 1-7 best","2016",6.3
"Czech Republic","Electricity production, kWh/capita","Value","KWh/Capita","2016",8194.6
"Czech Republic","Mobile network coverage, % pop.","Value","%","2016",99.8
"Czech Republic","Int’l Internet bandwidth, kb/s per user","Value","kb/s per user","2016",116.8
